item_root,group_file,id,name,desc,has_icon,has_icon_raw,price,cash_flag,slot_max,xml_relpath,png_dir_relpath,icon_png_relpath,icon_raw_png_relpath
Etc,0400,4000174,Money Envelope,"You can sell this envelope for 10,000 meso in the store.",1,1,10000,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000174/info,Item/Item.wz/Etc/0400.img/04000174/info/icon.png,Item/Item.wz/Etc/0400.img/04000174/info/iconRaw.png
Etc,0400,4000175,Minature Pianus,A miniature version of Pianus,1,1,195,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000175/info,Item/Item.wz/Etc/0400.img/04000175/info/icon.png,Item/Item.wz/Etc/0400.img/04000175/info/iconRaw.png
Etc,0400,4000176,Poisonous Mushroom,A poisonous mushroom that lives on the humongous Zombie Mushroom.,1,1,135,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000176/info,Item/Item.wz/Etc/0400.img/04000176/info/icon.png,Item/Item.wz/Etc/0400.img/04000176/info/iconRaw.png
Etc,0400,4000177,Mixed Block,A block from Mix Golem that consists of its chest area.,1,1,70,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000177/info,Item/Item.wz/Etc/0400.img/04000177/info/icon.png,Item/Item.wz/Etc/0400.img/04000177/info/iconRaw.png
Etc,0400,4000178,Iron Boar Armor,A small piece of the solid armor from Iron Boar.,1,1,37,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000178/info,Item/Item.wz/Etc/0400.img/04000178/info/icon.png,Item/Item.wz/Etc/0400.img/04000178/info/iconRaw.png
Etc,0400,4000179,A Bundle of Goby,A bundle of Goby wrapped around with a rope.,1,1,120,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000179/info,Item/Item.wz/Etc/0400.img/04000179/info/icon.png,Item/Item.wz/Etc/0400.img/04000179/info/iconRaw.png
Etc,0400,4000180,Shark Denture,A sharp shark denture. ,1,1,145,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000180/info,Item/Item.wz/Etc/0400.img/04000180/info/icon.png,Item/Item.wz/Etc/0400.img/04000180/info/iconRaw.png
Etc,0400,4000181,Frozen Shark's Fin,"A frozen, cooked shark's fin from the Cold Shark.",1,1,152,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000181/info,Item/Item.wz/Etc/0400.img/04000181/info/icon.png,Item/Item.wz/Etc/0400.img/04000181/info/iconRaw.png
Etc,0400,4000182,Lime Powder Bottle,A bottle of lime powder from the bones of Bone Fish.,1,1,132,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000182/info,Item/Item.wz/Etc/0400.img/04000182/info/icon.png,Item/Item.wz/Etc/0400.img/04000182/info/iconRaw.png
Etc,0400,4000183,Ink Bottle,A bottle of Squid ink.,1,1,135,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000183/info,Item/Item.wz/Etc/0400.img/04000183/info/icon.png,Item/Item.wz/Etc/0400.img/04000183/info/iconRaw.png
Etc,0400,4000184,Butter-Toasted Squid,"Risell Squid, buttered up and toasted.",1,1,139,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000184/info,Item/Item.wz/Etc/0400.img/04000184/info/icon.png,Item/Item.wz/Etc/0400.img/04000184/info/iconRaw.png
Etc,0400,4000185,Ice Backbone,A backbone from Ice Drake.,1,1,80,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000185/info,Item/Item.wz/Etc/0400.img/04000185/info/icon.png,Item/Item.wz/Etc/0400.img/04000185/info/iconRaw.png
Etc,0400,4000186,Dark Drake's Horn,A horn from Dark Drake's head.,1,1,125,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000186/info,Item/Item.wz/Etc/0400.img/04000186/info/icon.png,Item/Item.wz/Etc/0400.img/04000186/info/iconRaw.png
Etc,0400,4000187,Chicken Feet,A chicken's foot,1,1,20,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000187/info,Item/Item.wz/Etc/0400.img/04000187/info/icon.png,Item/Item.wz/Etc/0400.img/04000187/info/iconRaw.png
Etc,0400,4000188,Duck Egg,"A round, white egg laid by a duck.",1,1,22,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000188/info,Item/Item.wz/Etc/0400.img/04000188/info/icon.png,Item/Item.wz/Etc/0400.img/04000188/info/iconRaw.png
Etc,0400,4000189,Sheep Skin,A white fluffy wool from white sheep.,1,1,24,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000189/info,Item/Item.wz/Etc/0400.img/04000189/info/icon.png,Item/Item.wz/Etc/0400.img/04000189/info/iconRaw.png
Etc,0400,4000190,White Horn,A white horn from a goat.,1,1,26,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000190/info,Item/Item.wz/Etc/0400.img/04000190/info/icon.png,Item/Item.wz/Etc/0400.img/04000190/info/iconRaw.png
Etc,0400,4000191,Black Horn,A black horn shed from the black goat.,1,1,28,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000191/info,Item/Item.wz/Etc/0400.img/04000191/info/icon.png,Item/Item.wz/Etc/0400.img/04000191/info/iconRaw.png
Etc,0400,4000192,Nose Ring,A nose ring stuck on the nose of cows.,1,1,30,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000192/info,Item/Item.wz/Etc/0400.img/04000192/info/icon.png,Item/Item.wz/Etc/0400.img/04000192/info/iconRaw.png
Etc,0400,4000193,Plow,A plow that's on the back of the oxen to plow the field.,1,1,35,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000193/info,Item/Item.wz/Etc/0400.img/04000193/info/icon.png,Item/Item.wz/Etc/0400.img/04000193/info/iconRaw.png
Etc,0400,4000194,Black Fur,A fluffy black wool from the black sheep.,1,1,24,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000194/info,Item/Item.wz/Etc/0400.img/04000194/info/icon.png,Item/Item.wz/Etc/0400.img/04000194/info/iconRaw.png
Etc,0400,4000195,Seedling,A branch from Ghost Stump.,1,1,11,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000195/info,Item/Item.wz/Etc/0400.img/04000195/info/icon.png,Item/Item.wz/Etc/0400.img/04000195/info/iconRaw.png
Etc,0400,4000196,Wooden Board,A wooden board that Wooden Mask wears.,1,1,13,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000196/info,Item/Item.wz/Etc/0400.img/04000196/info/icon.png,Item/Item.wz/Etc/0400.img/04000196/info/iconRaw.png
Etc,0400,4000197,Slate,A slate that Stone Mask wears.,1,1,14,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000197/info,Item/Item.wz/Etc/0400.img/04000197/info/icon.png,Item/Item.wz/Etc/0400.img/04000197/info/iconRaw.png
Etc,0400,4000198,Wild Dog Tail,A short and stiff tail of Wild Dog,1,1,16,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000198/info,Item/Item.wz/Etc/0400.img/04000198/info/icon.png,Item/Item.wz/Etc/0400.img/04000198/info/iconRaw.png
Etc,0400,4000199,Wild Dog Shades,A pair of cool-looking sunglasses adorned by stylish Wild Dog.,1,1,17,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000199/info,Item/Item.wz/Etc/0400.img/04000199/info/icon.png,Item/Item.wz/Etc/0400.img/04000199/info/iconRaw.png
Etc,0400,4000200,Wild Dog Denture,A denture worn by the intimidating Wild Dog.,1,1,38,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000200/info,Item/Item.wz/Etc/0400.img/04000200/info/icon.png,Item/Item.wz/Etc/0400.img/04000200/info/iconRaw.png
Etc,0400,4000201,Monkey Bike,A unicycle ridden by Circus Monkey.,1,1,36,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000201/info,Item/Item.wz/Etc/0400.img/04000201/info/icon.png,Item/Item.wz/Etc/0400.img/04000201/info/iconRaw.png
Etc,0400,4000202,Motorcycle Helmet,A helmet adorned by Biker Monkey,1,1,52,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000202/info,Item/Item.wz/Etc/0400.img/04000202/info/icon.png,Item/Item.wz/Etc/0400.img/04000202/info/iconRaw.png
Etc,0400,4000204,Skeledog's Bone,A bone that fell out of Skeledog.,1,1,45,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000204/info,Item/Item.wz/Etc/0400.img/04000204/info/icon.png,Item/Item.wz/Etc/0400.img/04000204/info/iconRaw.png
Etc,0400,4000205,Dirty Bandage,A string of dirty bandage that was wrapped around Mummydog.,1,1,56,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000205/info,Item/Item.wz/Etc/0400.img/04000205/info/icon.png,Item/Item.wz/Etc/0400.img/04000205/info/iconRaw.png
Etc,0400,4000206,Rib,A rib from Skeleton Soldier.,1,1,66,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000206/info,Item/Item.wz/Etc/0400.img/04000206/info/icon.png,Item/Item.wz/Etc/0400.img/04000206/info/iconRaw.png
Etc,0400,4000207,Pelvic Bone,A pelvic bone from Skeleton Officer.,1,1,82,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000207/info,Item/Item.wz/Etc/0400.img/04000207/info/icon.png,Item/Item.wz/Etc/0400.img/04000207/info/iconRaw.png
Etc,0400,4000208,Horse Skull,A horse skull from the horse of Skeleton Commander.,1,1,117,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000208/info,Item/Item.wz/Etc/0400.img/04000208/info/icon.png,Item/Item.wz/Etc/0400.img/04000208/info/iconRaw.png
Etc,0400,4000209,Co-ke Slime’s Bell,The bell of Co-ke Slime that has been taken off.,1,1,10,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000209/info,Item/Item.wz/Etc/0400.img/04000209/info/icon.png,Item/Item.wz/Etc/0400.img/04000209/info/iconRaw.png
Etc,0400,4000210,Co-ke Pig’s Ribbon,A piece of Co-ke Pig’s ribbon.,1,1,30,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000210/info,Item/Item.wz/Etc/0400.img/04000210/info/icon.png,Item/Item.wz/Etc/0400.img/04000210/info/iconRaw.png
Etc,0400,4000211,Coca-Cola Cube,A cube with a drawing of a Coca-Cola bottle on it.,1,1,34,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000211/info,Item/Item.wz/Etc/0400.img/04000211/info/icon.png,Item/Item.wz/Etc/0400.img/04000211/info/iconRaw.png
Etc,0400,4000212,CokePLAY Cube,A cube with the CokePLAY symbol.,1,1,38,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000212/info,Item/Item.wz/Etc/0400.img/04000212/info/icon.png,Item/Item.wz/Etc/0400.img/04000212/info/iconRaw.png
Etc,0400,4000213,Coca-Cola Card,A card with a drawing of Coca-Cola.,1,1,100,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000213/info,Item/Item.wz/Etc/0400.img/04000213/info/icon.png,Item/Item.wz/Etc/0400.img/04000213/info/iconRaw.png
Etc,0400,4000214,Coca-Cola Gem,A red gem with a Coca-Cola logo engraved on it.,1,1,5,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000214/info,Item/Item.wz/Etc/0400.img/04000214/info/icon.png,Item/Item.wz/Etc/0400.img/04000214/info/iconRaw.png
Etc,0400,4000215,Axe,An axe stuck in a trunk.,1,1,12,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000215/info,Item/Item.wz/Etc/0400.img/04000215/info/icon.png,Item/Item.wz/Etc/0400.img/04000215/info/iconRaw.png
Etc,0400,4000216,Coca-Cola Can,An empty can that had been filled with the sweet and tangy Coca-Cola.,1,1,17,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000216/info,Item/Item.wz/Etc/0400.img/04000216/info/icon.png,Item/Item.wz/Etc/0400.img/04000216/info/iconRaw.png
Etc,0400,4000217,Coca-Cola Light Can,"An empty can that had been filled with Coke Light, a drink with zero calories.",1,1,25,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000217/info,Item/Item.wz/Etc/0400.img/04000217/info/icon.png,Item/Item.wz/Etc/0400.img/04000217/info/iconRaw.png
Etc,0400,4000218,Ice Shell,A turtle shell shaped like an igloo that is made of ice.,1,1,40,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000218/info,Item/Item.wz/Etc/0400.img/04000218/info/icon.png,Item/Item.wz/Etc/0400.img/04000218/info/iconRaw.png
Etc,0400,4000219,Coke Ice Block,A block that had been part of the hard body of a Coke Golem. It looks like frozen Cola.,1,1,50,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000219/info,Item/Item.wz/Etc/0400.img/04000219/info/icon.png,Item/Item.wz/Etc/0400.img/04000219/info/iconRaw.png
Etc,0400,4000220,Ice Block,A block that had been part of the hard body of an Ice Golem.,1,1,75,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000220/info,Item/Item.wz/Etc/0400.img/04000220/info/icon.png,Item/Item.wz/Etc/0400.img/04000220/info/iconRaw.png
Etc,0400,4000221,Coke Bottle Lid,A bottle lid that a Coke Mushroom used to wear on its head.,1,1,12,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000221/info,Item/Item.wz/Etc/0400.img/04000221/info/icon.png,Item/Item.wz/Etc/0400.img/04000221/info/iconRaw.png
Etc,0400,4000222,Worn Paper Lantern,Worn paper lantern from Purple ghost.,1,1,27,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000222/info,Item/Item.wz/Etc/0400.img/04000222/info/icon.png,Item/Item.wz/Etc/0400.img/04000222/info/iconRaw.png
Etc,0400,4000223,Cucumber,A delicious looking cucumber that Hadong Dropped.,1,1,52,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000223/info,Item/Item.wz/Etc/0400.img/04000223/info/icon.png,Item/Item.wz/Etc/0400.img/04000223/info/iconRaw.png
Etc,0400,4000224,Sabots,Pair of Sabots that Red nose was wearing.,1,1,200,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000224/info,Item/Item.wz/Etc/0400.img/04000224/info/icon.png,Item/Item.wz/Etc/0400.img/04000224/info/iconRaw.png
Etc,0400,4000225,Kimono Piece,A piece of cloth that Mong Ghost was wearing.,1,1,115,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000225/info,Item/Item.wz/Etc/0400.img/04000225/info/icon.png,Item/Item.wz/Etc/0400.img/04000225/info/iconRaw.png
Etc,0400,4000226,Rash's Furball,A ball of hair that fell off from Rash.,1,1,100,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000226/info,Item/Item.wz/Etc/0400.img/04000226/info/icon.png,Item/Item.wz/Etc/0400.img/04000226/info/iconRaw.png
Etc,0400,4000227,Tree Fruit,Rash's favorite food. Not for humans!,1,1,96,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000227/info,Item/Item.wz/Etc/0400.img/04000227/info/icon.png,Item/Item.wz/Etc/0400.img/04000227/info/iconRaw.png
Etc,0400,4000228,Anesthetic Powder,"A sparkling powder that fell from Rash. Be careful, because this powder is anesthetic.",1,1,115,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000228/info,Item/Item.wz/Etc/0400.img/04000228/info/icon.png,Item/Item.wz/Etc/0400.img/04000228/info/iconRaw.png
Etc,0400,4000229,Dark Rash's Furball,A ball of hair that fell off from Dark Rash.,1,1,110,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000229/info,Item/Item.wz/Etc/0400.img/04000229/info/icon.png,Item/Item.wz/Etc/0400.img/04000229/info/iconRaw.png
Etc,0400,4000230,Curse Powder,"A sparkling powder that fell from Rash. Be careful, because this powder is packed with a potent curse.",1,1,125,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000230/info,Item/Item.wz/Etc/0400.img/04000230/info/icon.png,Item/Item.wz/Etc/0400.img/04000230/info/iconRaw.png
Etc,0400,4000231,Hankie's Pan Flute,An exotic instrument played by Hankie.,1,1,120,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000231/info,Item/Item.wz/Etc/0400.img/04000231/info/icon.png,Item/Item.wz/Etc/0400.img/04000231/info/iconRaw.png
Etc,0400,4000232,Kentaurus's Flame,The root of Kentaurus's awesome power.,1,1,128,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000232/info,Item/Item.wz/Etc/0400.img/04000232/info/icon.png,Item/Item.wz/Etc/0400.img/04000232/info/iconRaw.png
Etc,0400,4000233,Kentaurus's Marrow,The root of Kentaurus's awesome power.,1,1,128,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000233/info,Item/Item.wz/Etc/0400.img/04000233/info/icon.png,Item/Item.wz/Etc/0400.img/04000233/info/iconRaw.png
Etc,0400,4000234,Kentaurus's Skull,The root of Kentaurus's awesome power.,1,1,128,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000234/info,Item/Item.wz/Etc/0400.img/04000234/info/icon.png,Item/Item.wz/Etc/0400.img/04000234/info/iconRaw.png
Etc,0400,4000235,Manon's Tail,"A tail that's been cut off from Manon. It looks quite enticing, but it actually doesn't taste very good.",1,1,165,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000235/info,Item/Item.wz/Etc/0400.img/04000235/info/icon.png,Item/Item.wz/Etc/0400.img/04000235/info/iconRaw.png
Etc,0400,4000236,Beetle's Horn,A horn removed from Beetle's head. Very solid and sharp.,1,1,106,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000236/info,Item/Item.wz/Etc/0400.img/04000236/info/icon.png,Item/Item.wz/Etc/0400.img/04000236/info/iconRaw.png
Etc,0400,4000237,Dual Beetle's Horn,A horn removed from Dual Beetle's head. Bigger and stronger than Beetle's horn.,1,1,116,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000237/info,Item/Item.wz/Etc/0400.img/04000237/info/icon.png,Item/Item.wz/Etc/0400.img/04000237/info/iconRaw.png
Etc,0400,4000238,Harp's Tail Feather,A tail feather removed from Harp. Visually pleasing enough to use as an accessory..,1,1,135,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000238/info,Item/Item.wz/Etc/0400.img/04000238/info/icon.png,Item/Item.wz/Etc/0400.img/04000238/info/iconRaw.png
Etc,0400,4000239,Blood Harp's Crown,A small crown worn by Blood Harp. Very soft and comfortable.,1,1,146,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000239/info,Item/Item.wz/Etc/0400.img/04000239/info/icon.png,Item/Item.wz/Etc/0400.img/04000239/info/iconRaw.png
Etc,0400,4000240,Small Flaming Feather,"A soft, flaming-like feather that fell from Blood Harp.",1,1,150,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000240/info,Item/Item.wz/Etc/0400.img/04000240/info/icon.png,Item/Item.wz/Etc/0400.img/04000240/info/iconRaw.png
Etc,0400,4000241,Birk's Chewed Grass,A batch of grass Birk likes to chew on a regular basis. Should not be chewn by anyone else.,1,1,120,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000241/info,Item/Item.wz/Etc/0400.img/04000241/info/icon.png,Item/Item.wz/Etc/0400.img/04000241/info/iconRaw.png
Etc,0400,4000242,Dual Birk's Tiny Tail,A tiny tail from Dual Birk. Girls love its distinctively cute design.,1,1,135,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000242/info,Item/Item.wz/Etc/0400.img/04000242/info/icon.png,Item/Item.wz/Etc/0400.img/04000242/info/iconRaw.png
Etc,0400,4000243,Griffey Horn,"A horn removed from Griffey. Solid white, but also pretty enough to be used as a material for accessories.",1,1,170,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000243/info,Item/Item.wz/Etc/0400.img/04000243/info/icon.png,Item/Item.wz/Etc/0400.img/04000243/info/iconRaw.png
Etc,0400,4000244,Dragon Spirit,A crystal with rough edges that has a small dragon engraved on it. A mysterious force can be felt just by looking at it.,1,1,3000,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000244/info,Item/Item.wz/Etc/0400.img/04000244/info/icon.png,Item/Item.wz/Etc/0400.img/04000244/info/iconRaw.png
Etc,0400,4000245,Dragon Scale,A piece of scale that fell from dragon. A mysterious force can be felt just by looking at it.,1,1,3000,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000245/info,Item/Item.wz/Etc/0400.img/04000245/info/icon.png,Item/Item.wz/Etc/0400.img/04000245/info/iconRaw.png
Etc,0400,4000246,Toad Poisoin,A bottle full of poison from Toad's skin.,1,1,22,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000246/info,Item/Item.wz/Etc/0400.img/04000246/info/icon.png,Item/Item.wz/Etc/0400.img/04000246/info/iconRaw.png
Etc,0400,4000247,Frog Legs,A very chewy back leg of a frog.,1,1,4,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000247/info,Item/Item.wz/Etc/0400.img/04000247/info/icon.png,Item/Item.wz/Etc/0400.img/04000247/info/iconRaw.png
Etc,0400,4000248,Snake Scale,A piece of scale that fell off the snake.,1,1,80,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000248/info,Item/Item.wz/Etc/0400.img/04000248/info/icon.png,Item/Item.wz/Etc/0400.img/04000248/info/iconRaw.png
Etc,0400,4000249,Snake Skin,A snake skin removed from the animal.,1,1,80,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000249/info,Item/Item.wz/Etc/0400.img/04000249/info/icon.png,Item/Item.wz/Etc/0400.img/04000249/info/iconRaw.png
Etc,0400,4000250,Lizard Tail,A piece of lizard tail that an animal dropped when it felt threatened.,1,1,17,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000250/info,Item/Item.wz/Etc/0400.img/04000250/info/icon.png,Item/Item.wz/Etc/0400.img/04000250/info/iconRaw.png
Etc,0400,4000251,Lizard Tongue,A lizard tongue that features distinctively lively color.,1,1,35,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000251/info,Item/Item.wz/Etc/0400.img/04000251/info/icon.png,Item/Item.wz/Etc/0400.img/04000251/info/iconRaw.png
Etc,0400,4000252,Chicken,A featherless chicken ready to be cooked.,1,1,10,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000252/info,Item/Item.wz/Etc/0400.img/04000252/info/icon.png,Item/Item.wz/Etc/0400.img/04000252/info/iconRaw.png
Etc,0400,4000253,White Egg,A white egg that was laid this morning.,1,1,10,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000253/info,Item/Item.wz/Etc/0400.img/04000253/info/icon.png,Item/Item.wz/Etc/0400.img/04000253/info/iconRaw.png
Etc,0400,4000254,Red Bubble,A red bubble used for bubble teas.,1,1,35,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000254/info,Item/Item.wz/Etc/0400.img/04000254/info/icon.png,Item/Item.wz/Etc/0400.img/04000254/info/iconRaw.png
Etc,0400,4000255,Yellow Bubble,A yellow bubble used for bubble teas.,1,1,35,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000255/info,Item/Item.wz/Etc/0400.img/04000255/info/icon.png,Item/Item.wz/Etc/0400.img/04000255/info/iconRaw.png
Etc,0400,4000256,Green Bubble,A green bubble used for bubble teas.,1,1,35,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000256/info,Item/Item.wz/Etc/0400.img/04000256/info/icon.png,Item/Item.wz/Etc/0400.img/04000256/info/iconRaw.png
Etc,0400,4000257,Yeti Key Chain,A key chain with a doll that resembles Yeti.,1,1,32,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000257/info,Item/Item.wz/Etc/0400.img/04000257/info/icon.png,Item/Item.wz/Etc/0400.img/04000257/info/iconRaw.png
Etc,0400,4000258,Jr. Pepe Key Chain,A key chain with a doll that resembles Jr. Pepe.,1,1,31,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000258/info,Item/Item.wz/Etc/0400.img/04000258/info/icon.png,Item/Item.wz/Etc/0400.img/04000258/info/iconRaw.png
Etc,0400,4000259,UFO Catcher,A key chain with a doll that resembles the UFO Catcher.,1,1,75,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000259/info,Item/Item.wz/Etc/0400.img/04000259/info/icon.png,Item/Item.wz/Etc/0400.img/04000259/info/iconRaw.png
Etc,0400,4000260,Hov's Shorts,A ragged pair of brown shorts that Hov wore.,1,1,105,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000260/info,Item/Item.wz/Etc/0400.img/04000260/info/icon.png,Item/Item.wz/Etc/0400.img/04000260/info/iconRaw.png
Etc,0400,4000261,Pin Hov's Charm,A rabbit-foot charm that Pin Hov kept to himself. It looks very poorly made.,1,1,135,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000261/info,Item/Item.wz/Etc/0400.img/04000261/info/icon.png,Item/Item.wz/Etc/0400.img/04000261/info/iconRaw.png
Etc,0400,4000262,Cracked Shell,"A grey shell from the Blue Dragon Turtle. It has a little bit of crack on it, but it's still rock-solid and heavy.",1,1,180,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000262/info,Item/Item.wz/Etc/0400.img/04000262/info/icon.png,Item/Item.wz/Etc/0400.img/04000262/info/iconRaw.png
Etc,0400,4000263,Red Shell,A red shell from the Red Dragon Turtle. Features an intimidating set of spikes on the shell.,1,1,185,,200,Item/Item.wz/Etc/0400.img.xml,Item/Item.wz/Etc/0400.img/04000263/info,Item/Item.wz/Etc/0400.img/04000263/info/icon.png,Item/Item.wz/Etc/0400.img/04000263/info/iconRaw.png
